WORD,DEF
"fugitif 1, -tive","[fyʒitif, -tiv] adj 1 : escaped, fugitive 2 : fleeting, elusive fugitif 2, -tive n 1 : fugitive, escapee 2 : runaway"
fugue,[fyg] nf 1 : running away <faire une fugue : to run away (from home)> <fugue amoureuse : elopement> 2 : fugue
fuguer,[fyge] vi : to run away
"fugueur, -gueuse","[fygœr, -gøz] adj & n : runaway"
fuir,"[fɥir] vi {CONJUGATION 46} 1 : to flee 2 : to leak vt 1 : to shun, to avoid 2 : to flee, to run away from"
fuite,"[fɥit] nf 1 : flight, escape 2 : leak"
"fulgurant, -rante","[fylgyrᾶ, -rᾶt] adj 1 éblouissant : dazzling 2 : shooting, searing, intense"
"fulminant, -nante","[fylminᾶ, -nᾶt] adj : furious, enraged"
fulminer,"[fylmine] vt : to bellow out (threats, etc.) vi ▶ enrager : to be enraged, to fulminate"
"fumé, -mée",[fyme] adj 1 : smoked 2 : tinted fumée nf 1 : smoke 2 : steam
fumer,[fyme] vt 1 : to smoke 2 : to manure vi 1 : to smoke 2 : to steam 3 : to fume (with anger)
fumet,[fymε] nm : aroma (of food or wine)
fumier,"[fymje] nm : dung, manure"
fumigation,[fymigasjɔ̃] nf : fumigation
fumiste,"[fymist] nmf, fam 1 : shirker 2 : phoney"
fumisterie,"[fymistəri] nf, fam 1 : joke, farce 2 : sham"
fumoir,[fymwar] nm 1 : smokehouse 2 : smoking room
fun,"[fœn] nm, Can fam : fun <j'ai eu du fun : I had fun>"
funambule,[fynᾶbyl] nmf ▶ équilibriste : tightrope walker
funèbre,"[fynεbr] adj 1 ▶ funéraire : funeral 2 ▶ lugubre : funereal, gloomy"
funérailles,[fyneraj] nfpl : funeral
funéraire,"[fynerεr] adj 1 : funeral, funerary 2 salon funéraire Canfuneral home"
funeste,"[fynεst] adj 1 : fatal, deathly 2 ▶ catastrophique : disastrous, dire"
fur,"[fyr] nm au fur et à mesure : little by little, as one goes along"
furet,[fyrε] nm : ferret
fureter,"[fyrte] vi {CONJUGATION 20} : to ferret around, to nose about"
"fureteur, -teuse","[fyrtœr, -tøz] adj : inquisitive, prying"
fureur,"[fyrœr] nf 1 ▶ rage : rage, fury 2 faire fureur : to be all the rage"
"furibond, -bonde","[fyribɔ̃, -bɔ̃d] adj : furious, livid"
furie,"[fyri] nf 1 : fury, rage 2 avec ~ : furiously, violently"
furieusement,"[fyrjøzmᾶ] adv 1 : furiously 2 : extremely, tremendously"
"furieux, -rieuse","[fyrjø, -jøz] adj 1 : furious, angry 2 : fierce, intense"
furoncle,"[fyrɔ̃kl] nm : boil, carbuncle"
"furtif, -tive","[fyrtif, -tiv] adj : furtive, sly"
furtivement,[-tivmᾶ] adv
fusain,[fyzɛ̃] nm 1 : spindle tree 2 : charcoal (for drawing) 3 : charcoal drawing
fuseau,"[fyzo] nm, pl fuseaux 1 : spindle, bobbin 2 fuseau horaire : time zone 3 pantalon fuseau : ski pants"
fusée,[fyze] nf 1 : rocket 2 fusée éclairante : flare
fuselage,[fyzlaʒ] nm : fuselage
"fuselé, -lée","[fyzle] adj : slender, tapering"
fuser,"[fyze] vi 1 : to stream out, to gush out 2 ▶ jaillir : to burst forth (of laughter, etc.)"
fusible,[fyzibl] nm : fuse <faire sauter un fusible : to blow a fuse>
fusil,"[fyzi] nm 1 : gun, rifle 2 : marksman"
fusilier,[fyzilje] nm 1 : rifleman 2 fusilier marin : marine
fusillade,[fyzijad] nf 1 : gunfire 2 : shooting
fusiller,"[fyzije] vt 1 : to shoot, to execute 2 fusiller du regard : to look daggers at"
fusil-mitrailleur,"[fyzimitrajœr] nm, pl fusils-mitrailleurs : automatic rifle, machine gun"
fusion,[fyzjɔ̃] nf 1 : fusion 2 : melting <roche en fusion : molten rock> 3 : merger
fusionner,[fyzɔnje] v : to merge
fustiger,"[fystiʒe] vt {CONJUGATION 17} : to castigate, to censure"
fut,"[fy] , etc. être"
fût,"[fy] nm 1 ▶ tonneau : barrel, cask <bière en fût : draft beer> 2 : shaft (of a column) 3 : trunk (of a tree)"
futaie,[fytε] nf : forest (of tall trees)
"futé, -tée","[fyte] adj : cunning, crafty"
futile,"[fytil] adj 1 : futile 2 ▶ frivole : trivial, frivolous"
futilité,[fytilite] nf : futility
"futur 1, -ture",[fytyr] adj : future futur 2 nm 1 : future 2 : future tense
futuriste,[fytyrist] adj : futuristic
fuyait,"[fɥijε] fuyions [fɥijɔ̃] , etc. ▶ fuir"
"fuyant, fuyante","[fɥijᾶ, fɥijᾶt] adj 1 ▶ insaisissable : elusive, shifty 2 : receding"
"fuyard, fuyarde","[fɥijar, fɥijard] n 1 : runaway 2 : deserter (in the military)"
g,"[ʒe] nm : g, the seventh letter of the alphabet"
gabardine,[gabardin] nf : gabardine
gabarit,"[gabari] nm 1 : template, gauge 2 : size, dimensions pl 3 fam : (physical) build 4 fam : caliber, sort <du même gabarit : of the same ilk>"
"gabonais, -naise","[gabɔnε, -nεz] adj : Gabonese Gabonais, -naise n : Gabonese"
gâcher,"[ga∫e] vt 1 : to spoil, to ruin 2 ▶ gaspiller : to waste, to squander 3 : to mix (plaster, mortar, etc.)"
gâchette,[ga∫εt] nf : trigger
gâchis,[ga∫i] nm 1 ▶ désordre : mess <faire du gâchis : to make a mess> 2 ▶ gaspillage : waste
gadelle,"[gadεl] nf, Can : currant"
gadget,"[gadʒεt] nm 1 : gimmick, gadget 2 gadgets nmpl : gadgetry"
gadoue,"[gadu] nf 1 : mud, muck 2 Can : slush"
gaélique 1,[gaelik] adj : Gaelic gaélique 2 nm : Gaelic (language)
gaffe,"[gaf] nf 1 : boat hook 2 fam : blunder, stupidity, goof"
gaffer,"[gafe] vi, fam : to blunder, to goof (up)"
"gaffeur, -feuse","[gafœr, -føz] n, fam : blunderer"
gag,"[gag] nm : gag, joke"
gage,"[gaʒ] nm 1 : security <mettre en gage : to pawn> 2 : pledge, guarantee <en gage d'amitié : as a token of our friendship> 3 : forfeit (in games) 4 gages nmpl : wages, pay"
gager,"[gaʒe] vt {CONJUGATION 17} 1 : to bet, to wager 2 : to guarantee (a loan, etc.)"
gageure,"[gaʒœr] nf 1 : challenge 2 Can : bet, wager"
"gagnant 1, -gnante","[gaɲᾶ, -ɲᾶt] adj : winning <billet gagnant : winning ticket> gagnant 2, -gnante n : winner"
gagne-pain,"[gaɲpɛ̃] nms & pl : job, livelihood"
gagner,"[gaɲe] vt 1 : to win 2 : to earn <gagner sa vie : to earn one's living> 3 : to gain <gagner du terrain : to gain ground> <gagner de la vitesse : to pick up speed> 4 ▶ économiser : to save (time, space, etc.) 5 ▶ atteindre : to reach, to arrive at 6 : to win (someone) over 7 : to overcome vi 1 : to win 2 : to gain, to advance, to encroach 3 : to increase <gagner en longueur : to grow longer> 4 ~ à : to gain by <gagner à vieillir : to improve with age> 5 y gagner : to be better off <ils y gagnent : it's to their advantage>"
"gai, gaie","[gε] adj 1 ▶ joyeux : cheerful, happy, merry 2 ▶ homosexuel : gay, homosexual"
gaiement,"[gemᾶ] adv : gaily, merrily"
gaieté,"[gete] nf : cheerfulness, mirth"
"gaillard 1, -larde","[gajar, -jard] adj 1 : lively, sprightly 2 ▶ grivois : ribald, bawdy gaillard 2, -larde nmf : sturdyfellow m,strapping individual gaillard 3 nm gaillard d'avant : forecastle"
gaillardement,[gajardəmᾶ] adv : cheerfully
gain,"[gɛ̃] nm 1 : earnings pl 2 : saving (of time, space, etc.) 3 : gain (in finance) 4 : winning <avoir gain de cause : to win the case>"
gaine,"[gεn] nf 1 : girdle, corset 2 : sheath"
gainer,"[gene] vt : to cover, to sheathe"
gala,"[gala] nm : gala, reception"
galactique,[galaktik] adj : galactic
galamment,[galamᾶ] adv : gallantly
"galant 1, -lante","[galᾶ, -lᾶt] adj 1 : courteous, gallant 2 en galante compagnie : with a person of the opposite sex 3 homme galant : ladies' man galant 2 nm : beau, suitor"
galanterie,[galᾶtri] nf : gallantry
galaxie,[galaksi] nf : galaxy
galbe,"[galb] nm : curve, shapeliness"
gale,[gal] nf 1 : scabies 2 : mange 3 Can : scab
galéjade,[galeʒad] nf : tall story
galère,"[galεr] nf 1 : galley (ship) 2 fam : hard time, hassle"
galerie,[galri] nf 1 : gallery 2 : balcony (in a theater) 3 : roof rack (of an automobile) 4 Can : porch 5 galerie marchande : shopping mall
galet,[galε] nm ▶ caillou : pebble
galette,"[galεt] nf 1 : flat round cake 2 : pancake 3 Can : soft cookie <galette à la mélasse : molasses cookie> 4 fam : dough, cash"
"galeux, -leuse","[galø, -løz] adj : mangy"
galimatias,"[galimatja] nm : gibberish, nonsense"
galion,[galjɔ̃] nm : galleon
galipette,"[galipεt] nf, fam : somersault <faire des galipettes : to turn somersaults>"
galipote,[galipɔt] nf courir la galipote Can : to gallivant
galle,[gal] nf : gall (in botany)
gallicisme,[galisism] nm 1 : French idiom 2 : gallicism
gallium,[galjɔm] nm : gallium
"gallois 1, -loise","[galwa, -lwaz] adj : Welsh gallois 2 nm : Welsh (language) Gallois, -loise n : Welshman m, Welshwoman f"
gallon,[galɔ̃] nm : gallon
galoche,[galɔ∫] nf 1 ▶ sabot : clog 2 : overshoe
galon,[galɔ̃] nm 1 : braid (on fabric) 2 : stripe (in the military) <prendre du galon : to be promoted> 3 Can : measuring tape
galop,[galo] nm : gallop <au galop : at a gallop>
"galopant, -pante","[galɔpᾶ, -pᾶt] adj : runaway, galloping"
galoper,[galɔpe] vi 1 : to gallop 2 : to run about 3 : to run wild <son imagination galope : his imagination is running riot>
galopin,[galɔpɛ̃] nm : rascal
galvaniser,[galvanize] vt : to galvanize
galvauder,"[galvode] vt 1 : to tarnish, to sully 2 : to debase <une expression galvaudée : a hackneyed phrase> se galvauder vr"
gambade,"[gᾶbad] nf : leap, skip"
gambader,"[gᾶbade] vi : to leap about, to gambol"
"gambien, -bienne","[gᾶbjɛ̃, -bjεn] adj : Gambian Gambien, -bienne n : Gambian"
gambit,[gᾶbi] nm : gambit
gamelle,[gamεl] nf : mess kit
gamète nm,[gamεt] : gamete
"gamin 1, -mine","[gamɛ̃, -min] adj 1 ▶ espiègle : mischievous, playful 2 ▶ puéril : childish gamin 2, -mine n, fam : kid, youngster"
gaminerie,"[gaminri] nf, France : childishness"
gamme,"[gam] nf 1 : scale (in music) 2 ▶ série : range (of colors, products, etc.), gamut (of emotions)"
gang 1,"[gᾶg] nm, France : gang gang 2 nf, Can fam : gang, group <la gang du bureau : the gang in the office>"
ganglion,[gᾶglijɔ̃] nm 1 : ganglion 2 avoir des ganglions famto have swollen glands
gangrène,"[gᾶgrεn] nf 1 : gangrene 2 : scourge, corrupting influence"
"gangreneux, -neuse","[gᾶgrənø, -nøz] adj : gangrenous"
gangster,[gᾶgstεr] nm : gangster
gannet,[ganε] nm : gannet
ganse,[gᾶs] nf : braid (in sewing)
gant,[gᾶ] nm 1 : glove <gant de boxe : boxing glove> 2 gant de toilette : washcloth 3 jeter le gant : to throw down the gauntlet 4 prendre des gants pouror mettre des gants pour : to handle with kid gloves
gantelet,[gᾶtlε] nm : gauntlet
garage,"[garaʒ] nm 1 : garage <garage d'autobus : bus depot> <garage d'avions : hangar> 2 ▶ station-service : service station, repair shop"
garagiste,[garaʒist] nmf 1 : garage owner 2 : garage mechanic
"garant 1, -rante","[garᾶ, -rᾶt] n 1 : guarantor, surety 2 se porter garant de : to be answerable for, to vouch for garant 2 nm : guarantee, assurance"
garantie,"[garᾶti] nf : guarantee, warranty"
garantir,"[garᾶtir] vt 1 ▶ assurer : to guarantee, to assure 2 ~ de : to protect from"
garçon,"[garsɔ̃] nm 1 : boy, young man 2 serveur : waiter 3 célibataire : bachelor 4 garçon manqué : tomboy"
garçonnet,[garsɔnε] nm : little boy
garde 1,"[gard] nm 1 : guard, warden 2 garde côtière Cancoast guard 3 garde du corps : bodyguard 4 garde de nuit : night watchman 5 garde forestier : forest ranger garde 2 nf 1 : nurse 2 (military) guard, watch 3 : custody, care <avoir la garde des enfants : to have custody of the children> 4 : duty <être de garde : to be on duty> 5 chien de garde : watchdog 6 mettre en garde : to warn 7 prendre garde : to be careful"
garde-à-vous,[gardavu] nms & pl : standing at attention
garde-boue,[gardəbu] nms & pl : mudguard
garde-chasse,"[gardə∫as] nm, pl gardes-chasse(s) : gamekeeper, game warden"
garde-feu,[gardəfø] nms & pl 1 : fire screen 2 Can : fire warden
garde-fou,"[gardəfu] nm, pl garde-fous ▶ parapet : railing, parapet"
garde-malade,"[gardəmalad] nmf, gardes-malade(s) infirmier : nurse"
garde-manger,[gardəmᾶʒe] nms & pl : pantry
gardénia,[gardenja] nm : gardenia
garde-pêche,"[gardəpε∫] nm, pl gardes-pêche : fish warden"
garder,"[garde] vt 1 ▶ conserver : to keep 2 : to keep on (clothing) 3 : to keep (oneself) in <garder le lit : to stay in bed> 4 ▶ surveiller : to guard, to watch over <garder des enfants : to look after children, to baby-sit> 5 ~ de : to protect from se garder vr 1 se conserver : to keep 2 ~ de : to be careful not to <gardez-vous de parler : be careful not to talk>"
garderie,"[gardəri] nf, Can : day-care center, nursery"
garde-robe 1,"[gardərɔb] nf, pl garde-robes : wardrobe, clothes garde-robe 2 nmf, Can : wardrobe, closet"
"gardien 1, -dienne","[gardjɛ̃, -djεn] n 1 : caretaker, attendant, custodian 2 : guardian, keeper <gardien des droits humains : guardian of human rights> gardien 2 nm 1 gardien de but : goalkeeper 2 gardien de la paix Francepolice officer, policeman 3 gardien de troupeau : herdsman gardienne nf gardienne d'enfants : day-care worker, baby-sitter"
gare 1,[gar] nf 1 : railroad station 2 gare d'autobusCan or gare routière France : bus station gare 2 interj 1 gare à vous! : watch out! 2 sans crier gare : without warning
garenne,[garεn] nf (rabbit) warren
garer,[gare] vt ▶ stationner : to park se garer vr 1 : to park 2 se ranger : to pull over
gargantuesque,[gargᾶtɥεsk] adj : gargantuan
gargariser,[gargarize] v se gargariser vr 1 : to gargle 2 ~ de famto revel in
gargarisme,[gargarism] nm 1 : gargling 2 : gargle (product)
gargote,[gargɔt] nf : cheap restaurant
gargouille,[garguj] nf : gargoyle
gargouillement,"[gargujmᾶ] nm : rumble, rumbling"
gargouiller,"[garguje] vi : to gurgle (of water), to rumble (of one's stomach)"
garnement,[garnəmᾶ] nm : rascal
"garni, -nie",[garni] adj : garnished (in cooking) <plat garni : meal with vegetables> <hamburger garni : hamburger with all the trimmings>
garnir,"[garnir] vt 1 ▶ remplir : to fill 2 : to cover 3 : to decorate, to trim 4 : to garnish (a dish) se garnir vr : to fill up"
garnison,[garnizɔ̃] nf : garrison
garniture,"[garnityr] nf 1 : filling, garnish (in cooking) <sans garniture : without vegetables> 2 : trimming 3 garniture de frein : brake lining"
garrocher,"[garɔ∫e] vt, Can fam : to throw"
garrot,[garo] nm 1 : tourniquet 2 : garrote 3 : withers (of a horse)
garrotter,"[garɔte] vt 1 ▶ ligoter : to tie up, to bind 2 ▶ bâillonner : to gag, to stifle"
gars,"[ga] nm, fam 1 : boy, lad 2 ▶ type : guy, fellow"
"gascon, -conne","[gaskɔ̃, -skɔn] adj : Gascon Gascon, -conne n : Gascon"
gaspillage,[gaspijaʒ] nm : waste
gaspiller,"[gaspije] vt : to waste, to squander"
"gaspilleur, -leuse","[gaspijœr, -jøz] adj : wasteful"
gastrique,[gastrik] adj : gastric
gastronome,[gastrɔnɔm] nmf : gourmet
gastronomie,[gastrɔnɔmi] nf : gastronomy
gastronomique,"[gastrɔnɔmik] adj : gastronomic, gourmet"
gâteau,"[gato] nm, pl gâteaux 1 : cake <gâteau d'anniversaire : birthday cake> 2 gâteau sec Francecookie 3 c'est du gâteau famit's a piece of cake"
gâter,"[gate] vt 1 ▶ choyer : to spoil, to pamper 2 : to spoil, to ruin se gâter vr 1 : to go bad 2 : to deteriorate, to change for the worse"
gâterie,"[gatri] nf : little treat, delicacy"
"gâteux, -teuse","[gatø, -tøz] adj : senile"
gâtisme,[gatism] nm : senility
gauche 1,"[go∫] adj 1 : left <tourner à gauche : to make a left turn> <du côté gauche : on the left-hand side> 2 ▶ maladroit : awkward, clumsy 3 : warped gauche 2 nf 1 : left <à gauche de : to the left of> 2 la gauche : the Left, the left wing"
gauchement,"[go∫mᾶ] adv : awkwardly, clumsily"
"gaucher 1, -chère","[go∫e, -∫εr] adj : left-handed gaucher 2, -chère n : left-handed person"
gaucherie,"[go∫ri] nf : awkwardness, clumsiness"
gauchir,"[go∫ir] vt 1 : to warp 2 : to distort (facts, etc.) vi : to warp"
gauchissement,"[go∫ismᾶ] nm 1 : warp, warping 2 : distortion"
gauchiste,[go∫ist] adj & nmf : leftist
gauchisme,[go∫ism] nm
gaufre 1,"[gofr] nm, Can : gopher gaufre 2 nf 1 : waffle 2 : honeycomb"
gaufrer,[gofre] vt 1 : to emboss 2 : to crinkle
gaufrette,[gofrεt] nf : wafer
gaufrier,[gofrije] nm : waffle iron
"gaulois, -loise","[golwa, -lwaz] adj 1 : Gallic 2 ▶ grivois : bawdy"
gauloiserie,[galwazri] nf 1 : bawdy joke 2 : bawdiness
gaulthérie,[golteri] nf : wintergreen
gausser,"[gose] v se gausser vr se moquer : to deride, to make fun of"
gaver,[gave] vt 1 : to force-feed 2 : to fill up se gaver vr se bourrer : to stuff oneself
gay,[gε] ▶ gai
gaz,[gaz] nms & pl 1 : gas <gaz carbonique : carbon dioxide> <gaz lacrymogène : tear gas> <gaz naturel : natural gas> 2 Can fam : gasoline 3 mettre le gaz fam : to step on the gas
gaze,[gaz] nf : gauze
"gazéifié, -fiée",[gazeifje] adj : carbonated
gazelle,[gazεl] nf : gazelle
gazer,[gaze] vt : to gas vi fam : to be going well <ça gaze? : how are things going?>
gazette,"[gazεt] nf, fam : newspaper"
"gazeux, -zeuse","[gazø, -zøz] adj 1 : gaseous 2 eau gazeuse : sparkling water 3 boisson gazeuse : soft drink"
gazoduc,[gazɔdyk] nm : gas pipeline
gazon,"[gazɔ̃] nm 1 : grass, turf, sod 2 ▶ pelouse : lawn"
gazouillement,"[gazujmᾶ] nm 1 : chirping, twittering 2 : babbling, gurgling"
gazouiller,"[gazuje] vi 1 : to chirp 2 : to babble, to gurgle"
gazouillis,"[gazuji] nms & pl 1 : chirp, twittering 2 : babbling"
geai,[ʒε] nm : jay
"géant 1, géante","[ʒeᾶ, -ᾶt] adj : giant, gigantic géant 2, géante n 1 : giant 2 à pas de géant : with giant strides, rapidly"
"geignard, -narde","[ʒeɲar, -ɲard] adj, fam : whiny, whining"
geignement,"[ʒεɲəmᾶ] nm : moaning, groaning"
geindre,"[ʒɛ̃dr] vi {CONJUGATION 37} 1 : to groan, to moan 2 : to whine, to whimper"
gel,"[ʒεl] nm 1 : frost 2 : freeze, freezing 3 : gel <gel coiffant : hair gel>"
gélatine,[ʒelatin] nf : gelatine
"gélatineux, -neuse","[ʒelatinø, -nøz] adj : jelly-like, gelatinous"
"gelé, -lée",[ʒəle] adj 1 : frozen 2 : frostbitten gelée nf 1 : frost <gelée blanche : hoarfrost> 2 : jelly
